seed,strategy,algo,learning_hits,learning_obs,deployment_hits,deployment_obs
44,active-greedy,glm,21,468,4,169
44,active-prob,glm,15,468,4,175
44,random,tree,16,468,4,174
44,greedy,tree,20,468,3,170
44,prob,tree,24,468,18,166
44,prob-sq,tree,34,468,20,156
44,active,tree,10,468,0,180
44,active-interquartile,tree,16,468,0,174
44,active-semigreedy,tree,15,468,27,175
44,active-greedy,tree,16,464,1,174
44,active-prob,tree,31,468,27,159
45,random,glm,23,468,23,167
45,greedy,glm,55,468,8,135
45,prob,glm,29,468,19,161
45,prob-sq,glm,25,468,23,165
45,active,glm,19,468,22,171
45,active-interquartile,glm,20,468,23,170
45,active-semigreedy,glm,17,468,24,173
45,active-greedy,glm,49,468,13,141
45,active-prob,glm,17,468,24,173
45,random,tree,19,468,12,171
45,greedy,tree,13,468,5,177
45,prob,tree,25,468,5,165
45,prob-sq,tree,29,468,4,161
45,active,tree,11,468,5,179
45,active-interquartile,tree,23,468,12,167
45,active-semigreedy,tree,29,468,6,161
45,active-greedy,tree,13,466,3,177
45,active-prob,tree,26,468,22,164
46,random,glm,18,468,13,172
46,greedy,glm,39,468,5,151
46,prob,glm,20,468,14,170
46,prob-sq,glm,17,468,17,173
46,active,glm,23,468,9,167
46,active-interquartile,glm,23,468,9,167
46,active-semigreedy,glm,15,468,10,175
46,active-greedy,glm,35,468,11,155
46,active-prob,glm,23,468,13,167
46,random,tree,17,468,2,173
46,greedy,tree,12,468,3,178
46,prob,tree,27,468,8,163
46,prob-sq,tree,26,468,2,164
46,active,tree,12,468,4,178
46,active-interquartile,tree,18,468,0,172
46,active-semigreedy,tree,20,468,19,170
46,active-greedy,tree,12,456,0,178
46,active-prob,tree,20,468,4,170
47,random,glm,18,468,9,172
47,greedy,glm,44,468,5,146
47,prob,glm,19,468,17,171
47,prob-sq,glm,34,468,15,156
47,active,glm,24,468,10,166
47,active-interquartile,glm,27,468,19,163
47,active-semigreedy,glm,17,468,22,173
47,active-greedy,glm,40,448,9,150
47,active-prob,glm,21,468,16,169
47,random,tree,18,468,10,172
47,greedy,tree,23,468,0,167
47,prob,tree,41,468,8,149
47,prob-sq,tree,39,468,10,151
47,active,tree,21,468,5,169
47,active-interquartile,tree,20,468,0,170
47,active-semigreedy,tree,20,468,0,170
47,active-greedy,tree,22,432,0,168
47,active-prob,tree,29,468,10,161
48,random,glm,21,468,16,169
48,greedy,glm,38,468,7,152
48,prob,glm,26,468,15,164
48,prob-sq,glm,23,468,10,167
48,active,glm,21,468,13,169
48,active-interquartile,glm,18,468,16,172
48,active-semigreedy,glm,20,468,16,170
48,active-greedy,glm,35,468,8,155
48,active-prob,glm,21,468,17,169
48,random,tree,17,468,10,173
48,greedy,tree,10,468,3,180
48,prob,tree,31,468,4,159
48,prob-sq,tree,28,468,12,162
48,active,tree,13,468,3,177
48,active-interquartile,tree,21,468,0,169
48,active-semigreedy,tree,20,468,0,170
48,active-greedy,tree,15,463,1,175
48,active-prob,tree,19,468,11,171
49,random,glm,21,468,2,169
49,greedy,glm,32,468,5,158
49,prob,glm,24,468,13,166
49,prob-sq,glm,18,468,15,172
49,active,glm,18,468,11,172
49,active-interquartile,glm,18,468,12,172
49,active-semigreedy,glm,16,468,14,174
49,active-greedy,glm,28,468,10,162
49,active-prob,glm,19,468,8,171
49,random,tree,22,468,0,168
49,greedy,tree,10,468,8,180
49,prob,tree,27,468,2,163
49,prob-sq,tree,24,468,4,166
49,active,tree,10,468,0,180
49,active-interquartile,tree,21,468,0,169
49,active-semigreedy,tree,21,468,0,169
49,active-greedy,tree,11,468,0,179
49,active-prob,tree,22,468,9,168
50,random,glm,21,468,15,169
50,greedy,glm,54,468,5,136
50,prob,glm,12,468,22,178
50,prob-sq,glm,20,468,25,170
50,active,glm,23,468,16,167
50,active-interquartile,glm,16,468,17,174
50,active-semigreedy,glm,15,468,17,175
50,active-greedy,glm,50,468,6,140
50,active-prob,glm,20,468,19,170
50,random,tree,24,468,9,166
50,greedy,tree,14,468,0,176
50,prob,tree,22,468,8,168
50,prob-sq,tree,30,468,6,160
50,active,tree,10,468,0,180
50,active-interquartile,tree,19,468,7,171
50,active-semigreedy,tree,23,468,5,167
50,active-greedy,tree,12,460,3,178
50,active-prob,tree,28,468,0,162
51,random,glm,23,468,39,167
51,greedy,glm,71,468,10,119
51,prob,glm,21,468,36,169
51,prob-sq,glm,28,468,32,162
51,active,glm,17,468,41,173
51,active-interquartile,glm,19,468,38,171
51,active-semigreedy,glm,17,468,37,173
51,active-greedy,glm,62,408,10,128
51,active-prob,glm,16,468,43,174
51,random,tree,20,468,0,170
51,greedy,tree,15,468,30,175
51,prob,tree,31,468,20,159
51,prob-sq,tree,42,468,18,148
51,active,tree,31,468,1,159
51,active-interquartile,tree,20,468,15,170
51,active-semigreedy,tree,19,468,17,171
51,active-greedy,tree,10,468,9,180
51,active-prob,tree,27,468,19,163
52,random,glm,21,468,2,169
52,greedy,glm,29,468,1,161
52,prob,glm,14,468,13,176
52,prob-sq,glm,13,468,14,177
52,active,glm,17,468,13,173
52,active-interquartile,glm,19,468,2,171
52,active-semigreedy,glm,22,468,11,168
52,active-greedy,glm,28,468,2,162
52,active-prob,glm,13,468,14,177
52,random,tree,20,468,0,170
52,greedy,tree,18,468,0,172
52,prob,tree,29,468,6,161
52,prob-sq,tree,29,468,12,161
52,active,tree,10,468,0,180
52,active-interquartile,tree,18,468,0,172
52,active-semigreedy,tree,19,468,12,171
52,active-greedy,tree,11,464,0,179
52,active-prob,tree,28,468,11,162
53,random,glm,17,468,13,173
53,greedy,glm,36,468,7,154
53,prob,glm,21,468,11,169
53,prob-sq,glm,20,468,10,170
53,active,glm,28,468,16,162
53,active-interquartile,glm,22,468,9,168
53,active-semigreedy,glm,16,468,16,174
53,active-greedy,glm,30,468,6,160
53,active-prob,glm,20,468,14,170
53,random,tree,23,468,0,167
53,greedy,tree,15,468,2,175
53,prob,tree,24,468,6,166
53,prob-sq,tree,25,468,11,165
53,active,tree,11,468,0,179
53,active-interquartile,tree,19,468,0,171
53,active-semigreedy,tree,17,468,1,173
53,active-greedy,tree,12,468,6,178
53,active-prob,tree,19,468,6,171
54,random,glm,17,468,24,173
54,greedy,glm,71,468,16,119
54,prob,glm,32,468,32,158
54,prob-sq,glm,44,468,18,146
54,active,glm,25,468,25,165
54,active-interquartile,glm,23,468,23,167
54,active-semigreedy,glm,19,468,29,171
54,active-greedy,glm,65,454,20,125
54,active-prob,glm,20,468,27,170
54,random,tree,17,468,0,173
54,greedy,tree,17,468,5,173
54,prob,tree,34,468,14,156
54,prob-sq,tree,40,468,16,150
54,active,tree,12,468,16,178
54,active-interquartile,tree,15,468,0,175
54,active-semigreedy,tree,15,468,1,175
54,active-greedy,tree,18,408,2,172
54,active-prob,tree,31,468,19,159
55,random,glm,14,468,32,176
55,greedy,glm,57,468,6,133
55,prob,glm,19,468,29,171
55,prob-sq,glm,20,468,33,170
55,active,glm,14,468,34,176
55,active-interquartile,glm,23,468,33,167
55,active-semigreedy,glm,11,468,20,179
55,active-greedy,glm,57,464,5,133
55,active-prob,glm,18,468,34,172
55,random,tree,21,468,8,169
55,greedy,tree,13,468,0,177
55,prob,tree,24,468,19,166
55,prob-sq,tree,33,468,5,157
55,active,tree,10,468,12,180
55,active-interquartile,tree,13,468,0,177
55,active-semigreedy,tree,13,468,0,177
55,active-greedy,tree,12,468,2,178
55,active-prob,tree,20,468,10,170
56,random,glm,24,468,9,166
56,greedy,glm,24,468,11,166
56,prob,glm,15,468,10,175
56,prob-sq,glm,23,468,9,167
56,active,glm,20,468,8,170
56,active-interquartile,glm,18,468,9,172
56,active-semigreedy,glm,18,468,9,172
56,active-greedy,glm,29,468,8,161
56,active-prob,glm,20,468,9,170
56,random,tree,19,468,11,171
56,greedy,tree,12,468,4,178
56,prob,tree,22,468,13,168
56,prob-sq,tree,26,468,7,164
56,active,tree,12,468,0,178
56,active-interquartile,tree,20,468,0,170
56,active-semigreedy,tree,22,468,5,168
56,active-greedy,tree,11,452,0,179
56,active-prob,tree,18,468,4,172
57,random,glm,18,468,8,172
57,greedy,glm,64,468,7,126
57,prob,glm,26,468,5,164
57,prob-sq,glm,18,468,9,172
57,active,glm,17,468,3,173
57,active-interquartile,glm,16,468,9,174
57,active-semigreedy,glm,13,468,10,177
57,active-greedy,glm,51,468,14,139
57,active-prob,glm,21,468,4,169
57,random,tree,20,468,0,170
57,greedy,tree,15,468,3,175
57,prob,tree,29,468,17,161
57,prob-sq,tree,32,468,23,158
57,active,tree,10,468,0,180
57,active-interquartile,tree,19,468,0,171
57,active-semigreedy,tree,20,468,35,170
57,active-greedy,tree,14,468,3,176
57,active-prob,tree,32,468,15,158
58,random,glm,21,468,19,169
58,greedy,glm,72,468,11,118
58,prob,glm,23,468,33,167
58,prob-sq,glm,27,468,39,163
58,active,glm,22,468,38,168
58,active-interquartile,glm,21,468,43,169
58,active-semigreedy,glm,17,468,34,173
58,active-greedy,glm,66,383,7,124
58,active-prob,glm,21,468,35,169
58,random,tree,19,468,9,171
58,greedy,tree,41,468,0,149
58,prob,tree,45,468,22,145
58,prob-sq,tree,50,468,11,140
58,active,tree,13,468,27,177
58,active-interquartile,tree,23,468,7,167
58,active-semigreedy,tree,22,468,23,168
58,active-greedy,tree,26,427,0,164
58,active-prob,tree,25,468,36,165
59,random,glm,17,468,46,173
59,greedy,glm,81,468,5,109
59,prob,glm,23,468,47,167
59,prob-sq,glm,38,468,36,152
59,active,glm,20,468,49,170
59,active-interquartile,glm,15,468,52,175
59,active-semigreedy,glm,16,468,28,174
59,active-greedy,glm,78,392,5,112
59,active-prob,glm,17,468,49,173
59,random,tree,19,468,40,171
59,greedy,tree,42,468,0,148
59,prob,tree,33,468,29,157
59,prob-sq,tree,42,468,21,148
59,active,tree,10,468,0,180
59,active-interquartile,tree,18,468,0,172
59,active-semigreedy,tree,19,468,0,171
59,active-greedy,tree,41,385,0,149
59,active-prob,tree,25,468,38,165
60,random,glm,17,468,34,173
60,greedy,glm,66,468,6,124
60,prob,glm,20,468,43,170
60,prob-sq,glm,20,468,45,170
60,active,glm,14,468,43,176
60,active-interquartile,glm,18,468,46,172
60,active-semigreedy,glm,17,468,43,173
60,active-greedy,glm,62,403,7,128
60,active-prob,glm,22,468,36,168
60,random,tree,19,468,37,171
60,greedy,tree,18,468,16,172
60,prob,tree,32,468,25,158
60,prob-sq,tree,38,468,25,152
60,active,tree,11,468,0,179
60,active-interquartile,tree,18,468,1,172
60,active-semigreedy,tree,16,468,40,174
60,active-greedy,tree,11,444,4,179
60,active-prob,tree,21,468,16,169
61,random,glm,20,468,39,170
61,greedy,glm,67,468,9,123
61,prob,glm,20,468,35,170
61,prob-sq,glm,20,468,31,170
61,active,glm,16,468,34,174
61,active-interquartile,glm,20,468,34,170
61,active-semigreedy,glm,17,468,36,173
61,active-greedy,glm,63,428,10,127
61,active-prob,glm,17,468,36,173
61,random,tree,27,468,0,163
61,greedy,tree,12,468,2,178
61,prob,tree,28,468,11,162
61,prob-sq,tree,28,468,20,162
61,active,tree,10,468,7,180
61,active-interquartile,tree,20,468,0,170
61,active-semigreedy,tree,20,468,5,170
61,active-greedy,tree,10,464,4,180
61,active-prob,tree,28,468,0,162
62,random,glm,17,468,11,173
62,greedy,glm,49,468,4,141
62,prob,glm,20,468,13,170
62,prob-sq,glm,31,468,14,159
62,active,glm,19,468,8,171
62,active-interquartile,glm,19,468,12,171
62,active-semigreedy,glm,19,468,20,171
62,active-greedy,glm,44,468,10,146
62,active-prob,glm,18,468,14,172
62,random,tree,17,468,1,173
62,greedy,tree,13,468,6,177
62,prob,tree,29,468,13,161
62,prob-sq,tree,29,468,14,161
62,active,tree,13,468,1,177
62,active-interquartile,tree,18,468,0,172
62,active-semigreedy,tree,22,468,0,168
62,active-greedy,tree,11,468,2,179
62,active-prob,tree,28,468,9,162
63,random,glm,22,468,29,168
63,greedy,glm,73,468,12,117
63,prob,glm,29,468,33,161
63,prob-sq,glm,32,468,38,158
63,active,glm,26,468,37,164
63,active-interquartile,glm,25,468,41,165
63,active-semigreedy,glm,19,468,32,171
63,active-greedy,glm,71,410,5,119
63,active-prob,glm,21,468,38,169
63,random,tree,24,468,25,166
63,greedy,tree,12,468,2,178
63,prob,tree,31,468,33,159
63,prob-sq,tree,40,468,15,150
63,active,tree,11,468,0,179
63,active-interquartile,tree,20,468,7,170
63,active-semigreedy,tree,17,468,0,173
63,active-greedy,tree,14,431,0,176
63,active-prob,tree,31,468,2,159
64,random,glm,18,468,20,172
64,greedy,glm,46,468,10,144
64,prob,glm,25,468,21,165
64,prob-sq,glm,26,468,19,164
64,active,glm,31,468,18,159
64,active-interquartile,glm,21,468,18,169
64,active-semigreedy,glm,20,468,18,170
64,active-greedy,glm,44,468,12,146
64,active-prob,glm,26,468,17,164
64,random,tree,25,468,0,165
64,greedy,tree,14,468,10,176
64,prob,tree,26,468,13,164
64,prob-sq,tree,30,468,15,160
64,active,tree,18,468,5,172
64,active-interquartile,tree,19,468,19,171
64,active-semigreedy,tree,21,468,22,169
64,active-greedy,tree,14,467,18,176
64,active-prob,tree,25,468,17,165
65,random,glm,19,468,55,171
65,greedy,glm,91,468,3,99
65,prob,glm,32,468,54,158
65,prob-sq,glm,55,468,36,135
65,active,glm,30,468,54,160
65,active-interquartile,glm,24,468,47,166
65,active-semigreedy,glm,14,468,51,176
65,active-greedy,glm,79,358,11,111
65,active-prob,glm,22,468,51,168
65,random,tree,17,468,48,173
65,greedy,tree,48,468,0,142
65,prob,tree,47,468,26,143
65,prob-sq,tree,66,468,8,124
65,active,tree,14,468,42,176
65,active-interquartile,tree,28,468,0,162
65,active-semigreedy,tree,23,468,52,167
65,active-greedy,tree,49,336,0,141
65,active-prob,tree,31,468,49,159
66,random,glm,21,468,3,169
66,greedy,glm,71,468,7,119
66,prob,glm,20,468,16,170
66,prob-sq,glm,25,468,2,165
66,active,glm,30,468,3,160
66,active-interquartile,glm,22,468,9,168
66,active-semigreedy,glm,18,468,3,172
66,active-greedy,glm,64,468,10,126
66,active-prob,glm,21,468,3,169
66,random,tree,22,468,37,168
66,greedy,tree,44,468,0,146
66,prob,tree,38,468,41,152
66,prob-sq,tree,59,468,29,131
66,active,tree,28,468,0,162
66,active-interquartile,tree,18,468,39,172
66,active-semigreedy,tree,22,468,0,168
66,active-greedy,tree,44,361,0,146
66,active-prob,tree,30,468,39,160
67,random,glm,20,468,1,170
67,greedy,glm,24,468,7,166
67,prob,glm,19,468,4,171
67,prob-sq,glm,21,468,8,169
67,active,glm,17,468,2,173
67,active-interquartile,glm,15,468,1,175
67,active-semigreedy,glm,17,468,3,173
67,active-greedy,glm,20,468,6,170
67,active-prob,glm,17,468,3,173
67,random,tree,16,468,7,174
67,greedy,tree,13,468,4,177
67,prob,tree,20,468,5,170
67,prob-sq,tree,24,468,4,166
67,active,tree,10,468,0,180
67,active-interquartile,tree,15,468,7,175
67,active-semigreedy,tree,16,468,5,174
67,active-greedy,tree,12,464,4,178
67,active-prob,tree,26,468,3,164
68,random,glm,14,468,19,176
68,greedy,glm,39,468,6,151
68,prob,glm,22,468,16,168
68,prob-sq,glm,27,468,8,163
68,active,glm,18,468,17,172
68,active-interquartile,glm,23,468,13,167
68,active-semigreedy,glm,15,468,12,175
68,active-greedy,glm,34,468,8,156
68,active-prob,glm,17,468,16,173
68,random,tree,20,468,7,170
68,greedy,tree,11,468,3,179
68,prob,tree,24,468,5,166
68,prob-sq,tree,17,468,2,173
68,active,tree,19,468,0,171
68,active-interquartile,tree,18,468,0,172
68,active-semigreedy,tree,19,468,3,171
68,active-greedy,tree,10,464,0,180
68,active-prob,tree,21,468,8,169
69,random,glm,17,468,35,173
69,greedy,glm,72,468,13,118
69,prob,glm,25,468,33,165
69,prob-sq,glm,25,468,32,165
69,active,glm,17,468,33,173
69,active-interquartile,glm,25,468,30,165
69,active-semigreedy,glm,20,468,33,170
69,active-greedy,glm,66,451,17,124
69,active-prob,glm,23,468,32,167
69,random,tree,20,468,0,170
69,greedy,tree,20,468,1,170
69,prob,tree,29,468,24,161
69,prob-sq,tree,29,468,9,161
69,active,tree,11,468,0,179
69,active-interquartile,tree,16,468,0,174
69,active-semigreedy,tree,17,468,0,173
69,active-greedy,tree,19,403,0,171
69,active-prob,tree,26,468,6,164
70,random,glm,18,468,5,172
70,greedy,glm,23,468,1,167
70,prob,glm,19,468,7,171
70,prob-sq,glm,19,468,3,171
70,active,glm,18,468,7,172
70,active-interquartile,glm,22,468,3,168
70,active-semigreedy,glm,15,468,5,175
70,active-greedy,glm,21,468,6,169
70,active-prob,glm,22,468,3,168
70,random,tree,19,468,0,171
70,greedy,tree,10,468,0,180
70,prob,tree,15,468,5,175
70,prob-sq,tree,15,468,4,175
70,active,tree,11,468,0,179
70,active-interquartile,tree,23,468,0,167
70,active-semigreedy,tree,20,468,0,170
70,active-greedy,tree,10,468,0,180
70,active-prob,tree,18,468,3,172
71,random,glm,20,468,12,170
71,greedy,glm,56,468,0,134
71,prob,glm,16,468,20,174
71,prob-sq,glm,16,468,41,174
71,active,glm,13,468,42,177
71,active-interquartile,glm,21,468,11,169
71,active-semigreedy,glm,19,468,5,171
71,active-greedy,glm,53,406,3,137
71,active-prob,glm,14,468,23,176
71,random,tree,15,468,35,175
71,greedy,tree,37,468,0,153
71,prob,tree,35,468,22,155
71,prob-sq,tree,50,468,32,140
71,active,tree,30,468,2,160
71,active-interquartile,tree,17,468,36,173
71,active-semigreedy,tree,17,468,34,173
71,active-greedy,tree,31,329,20,159
71,active-prob,tree,26,468,13,164
72,random,glm,22,468,47,168
72,greedy,glm,94,468,7,96
72,prob,glm,32,468,51,158
72,prob-sq,glm,42,468,44,148
72,active,glm,15,468,47,175
72,active-interquartile,glm,19,468,54,171
72,active-semigreedy,glm,14,468,48,176
72,active-greedy,glm,88,404,7,102
72,active-prob,glm,16,468,56,174
72,random,tree,19,468,45,171
72,greedy,tree,48,468,0,142
72,prob,tree,33,468,40,157
72,prob-sq,tree,39,468,43,151
72,active,tree,12,468,51,178
72,active-interquartile,tree,15,468,0,175
72,active-semigreedy,tree,19,468,0,171
72,active-greedy,tree,38,411,0,152
72,active-prob,tree,26,468,42,164
73,random,glm,21,468,15,169
73,greedy,glm,36,468,10,154
73,prob,glm,21,468,17,169
73,prob-sq,glm,16,468,17,174
73,active,glm,22,468,13,168
73,active-interquartile,glm,21,468,14,169
73,active-semigreedy,glm,21,468,14,169
73,active-greedy,glm,35,464,7,155
73,active-prob,glm,19,468,15,171
73,random,tree,21,468,9,169
73,greedy,tree,13,468,0,177
73,prob,tree,26,468,4,164
73,prob-sq,tree,24,468,6,166
73,active,tree,13,468,7,177
73,active-interquartile,tree,19,468,3,171
73,active-semigreedy,tree,16,468,8,174
73,active-greedy,tree,11,468,5,179
73,active-prob,tree,21,468,5,169
74,random,glm,18,468,11,172
74,greedy,glm,34,468,6,156
74,prob,glm,17,468,12,173
74,prob-sq,glm,23,468,12,167
74,active,glm,26,468,11,164
74,active-interquartile,glm,19,468,14,171
74,active-semigreedy,glm,18,468,12,172
74,active-greedy,glm,34,468,6,156
74,active-prob,glm,22,468,13,168
74,random,tree,17,468,9,173
74,greedy,tree,13,468,9,177
74,prob,tree,25,468,6,165
74,prob-sq,tree,33,468,11,157
74,active,tree,13,468,4,177
74,active-interquartile,tree,20,468,0,170
74,active-semigreedy,tree,19,468,5,171
74,active-greedy,tree,12,460,4,178
74,active-prob,tree,27,468,4,163
75,random,glm,20,468,3,170
75,greedy,glm,25,468,1,165
75,prob,glm,17,468,4,173
75,prob-sq,glm,20,468,9,170
75,active,glm,23,468,7,167
75,active-interquartile,glm,23,468,7,167
75,active-semigreedy,glm,23,468,0,167
75,active-greedy,glm,24,468,2,166
75,active-prob,glm,22,468,1,168
75,random,tree,20,468,4,170
75,greedy,tree,10,468,14,180
75,prob,tree,17,468,17,173
75,prob-sq,tree,25,468,7,165
75,active,tree,12,468,0,178
75,active-interquartile,tree,22,468,0,168
75,active-semigreedy,tree,13,468,12,177
75,active-greedy,tree,10,468,3,180
75,active-prob,tree,19,468,5,171
76,random,glm,17,468,12,173
76,greedy,glm,41,468,7,149
76,prob,glm,20,468,10,170
76,prob-sq,glm,20,468,12,170
76,active,glm,23,468,18,167
76,active-interquartile,glm,21,468,14,169
76,active-semigreedy,glm,20,468,13,170
76,active-greedy,glm,34,468,10,156
76,active-prob,glm,15,468,15,175
76,random,tree,21,468,0,169
76,greedy,tree,10,468,5,180
76,prob,tree,23,468,1,167
76,prob-sq,tree,23,468,4,167
76,active,tree,15,468,0,175
76,active-interquartile,tree,17,468,1,173
76,active-semigreedy,tree,21,468,0,169
76,active-greedy,tree,11,468,4,179
76,active-prob,tree,19,468,5,171
77,random,glm,15,468,53,175
77,greedy,glm,95,468,3,95
77,prob,glm,34,468,45,156
77,prob-sq,glm,41,468,37,149
77,active,glm,22,468,50,168
77,active-interquartile,glm,17,468,51,173
77,active-semigreedy,glm,19,468,50,171
77,active-greedy,glm,76,375,18,114
77,active-prob,glm,18,468,50,172
77,random,tree,25,468,42,165
77,greedy,tree,38,468,0,152
77,prob,tree,36,468,33,154
77,prob-sq,tree,55,468,19,135
77,active,tree,11,468,20,179
77,active-interquartile,tree,17,468,40,173
77,active-semigreedy,tree,17,468,0,173
77,active-greedy,tree,19,452,20,171
77,active-prob,tree,28,468,28,162
78,random,glm,21,468,34,169
78,greedy,glm,60,468,13,130
78,prob,glm,33,468,26,157
78,prob-sq,glm,43,468,18,147
78,active,glm,23,468,34,167
78,active-interquartile,glm,23,468,33,167
78,active-semigreedy,glm,19,468,32,171
78,active-greedy,glm,57,380,4,133
78,active-prob,glm,24,468,35,166
78,random,tree,20,468,0,170
78,greedy,tree,19,468,1,171
78,prob,tree,33,468,24,157
78,prob-sq,tree,43,468,17,147
78,active,tree,13,468,21,177
78,active-interquartile,tree,21,468,0,169
78,active-semigreedy,tree,20,468,0,170
78,active-greedy,tree,18,459,0,172
78,active-prob,tree,29,468,3,161
79,random,glm,20,468,12,170
79,greedy,glm,43,468,9,147
79,prob,glm,21,468,11,169
79,prob-sq,glm,25,468,18,165
79,active,glm,24,468,15,166
79,active-interquartile,glm,25,468,9,165
79,active-semigreedy,glm,21,468,10,169
